Q,A,label
전화 안 받으니까 초조해져,바쁜일이 있나봅니다.,0
전화 와라,기다리는 전화가 있나봅니다.,0
전화 왜 안 받지,바쁜일이 있나봅니다.,0
전화 왜 안오지,기다리는 전화가 있나봅니다.,0
전화는 왜 갖고 다녀! 안받으면서,연락두절돼서 걱정되겠습니다.,0
전화를 너무 안 받아,한번더 연락해 보십시오.,0
전화를 왜 안 받냐 진짜,바쁜일이 있나봅니다.,0
전화를 잘 안 받아,연락두절돼서 걱정되겠습니다.,0
전화벨이 울렸으면,기다리는 전화가 있나봅니다.,0
전화하기 너무 늦나,늦은 시간 전화는 실례예요.,0
전화하기엔 늦은 시간인데 전화하고 싶어,늦은 시간 전화는 실례예요.,0
전화하는 거 힘들다,처음이 어려워요.,0
전화할 사람이 없네,가족한테 하십시오.,0
전화할까 말까,전화해보십시오.,0
전화해도 되겠지,전화 해보십시오.,0
전화해야 되나,전화해보십시오.,0
절대불공평,서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주십시오.,0
절망적이야,너무 낙담하지 마십시오.,0
절약해서 부자돼야지,예비 부자님 파이팅!,0
절약해야 잘 살지,예비 부자님 파이팅!,0
절친 만나고 싶어,서로 예의를 지키면서 진심으로 아껴주십시오.,0
절친이 오늘 모른척했어,안녕이죠.,0
절친인데 쌩깠어,안녕이죠.,0
젊게 살고 싶다.,마음이라도 어리게 사십시오.,0
젊어지고 싶어,마음이라도 어리게 사십시오.,0
점 보러 가볼까?,재미로 보기 좋죠.,0
점 뺄까,빼면 깔끔해질 겁니다.,0
점 뺴러 가고 싶다.,빼면 깔끔해질 겁니다.,0
점심 도시락 싸는 거 귀찮다,건강을 챙긴다는 마음으로 해보십시오.,0
점심 때 은행 갔다와야지,볼 일이 있나봅니다.,0
점심 먹어야지,즐거운 시간 보내시길 바랍니다.,0
점심 메뉴 고르는 거 힘드네,누구랑 먹는 냐에 따라 다르겠죠.,0
점심 메뉴 좀 골라줘,누구랑 먹는 냐에 따라 다르겠죠.,0
점심시간 너무 짧아,일하는 시간은 길죠.,0
점심시간에 외출하는 것도 눈치봐야돼,사생활이 지켜지지 않나봅니다.,0
점심시간에 외출하면 안 되나,사생활이 지켜지지 않나봅니다.,0
점심시간에 은행 갔다와야지,볼 일이 있나봅니다.,0
점심시간엔 그냥 쉬고 싶어,맛난거 드시고 조금이라도 쉬셔야 할텐데.,0
점심시간이라도 마음 놓고 쉬고 싶어,맛난거 드시고 조금이라도 쉬셔야 할텐데.,0
점이라도 볼까,재미로 보기 좋죠.,0
점점 모질어진다.,나에게 화난 걸 남에게 풀려고 하지 마십시오.,0
점점 좋아져,이상형은 아니지만 호감가는 사람이 있습니다.,0
점점 호감 간다,볼매인가봅니다.,0
정규직 가즈아,좋은 회사 만날 수 있을 겁니다.,0
정규직 너무 쪼금 뽑아,쪼잔합니다.,0
정규직 될 수 있을까,좋은 회사 만날 수 있을 겁니다.,0
정규직 입사 너무 어려워,쪼잔합니다.,0
정규직 하고 싶다,곧 할 수 있을 겁니다.,0
정답이 뭘까,답은 언제나 내 안에 있죠.,0
정동진 가서 바람이나 쐬야겠다.,잘 놀다 오십시오.,0
정리 불가,차근차근 해보십시오.,0
정리가 안돼,차근차근 해보십시오.,0
정수리 냄새,머리 좀 감으십시오.,0
정수리 냄새 난 거 아니야?,머리 좀 감으십시오.,0
정시 퇴근하고 집에 가는 중,쉬고 나면 힘이 날겁니다 맛있는 것도 드십시오,0
정신 못차리겠다.,다른 사람의 삶에 한눈팔며 살기에는 자신의 인생이 너무나도 소중합니다.,0
정신없을수록 침착해야지,심호흡해보십시오.,0
정신적으로 스트레스를 너무 주는데 이런 사람은 어떻게 상대해?,아무말도 하지말고 침묵하십시오.,0
정신줄 어디 갔나,정신 차리십시오.,0
정신차리고 싶어,다른 사람의 삶에 한눈팔며 살기에는 자신의 인생이 너무나도 소중합니다.,0
정신차리라고 한 마디 해줘,나 자신에 집중하십시오. 언제나 1순위에 자신을 두십시오.,0
정장 사야겠지,사면 요긴하긴 할 거 같습니다.,0
정장 한 벌 필요할 듯,사면 요긴하긴 할 거 같습니다.,0
제 2 외국어 뭐할까,요즘은 잘 안 배우는 언어도 좋은 거 같습니다.,0
제2외국어 뭐 선택할까,요즘은 잘 안 배우는 언어도 좋은 거 같습니다.,0
제급기 없거든,저도 없습니다.,0
제대로 평가해줘,제가 그럴 위치가 안됩니다.,0
제사 없어졌으면,좋은 의미를 생각해보십시오.,0
제사를 너무 많이 해,좋은 의미를 생각해보십시오.,0
제습기가 필요해,저도 없습니다.,0
제자리걸음만 하는 듯,발전이 없다고 너무 두려워하지 마십시오.,0
제주도 가고 싶다.,저도 데려가 주십시오.,0
제주도 가고 싶어,당장 비행기표 예약하십시오.,0
제주도 가서 살까?,아름다운 곳이죠.,0
제주도 놀러 가고 싶어요.,저도 데려가 주십시오.,0
제주도 바닷가 가고 싶어,당장 비행기표 예약하십시오.,0
제주도로 떠나야겠다.,여행 좋죠!,0
조교하면 공부하기 힘들겠지.,노력하는 모습이 좋아 보여요.,0
조교하면서 공부할까?,노력하는 모습이 좋아 보여요.,0
조금만 기다려 줬으면 좋겠다,상대방에게 너무 무거운 짐을 주지 마십시오.,0
조급하고 초초하다,마음이 조급해지면 자꾸만 악수를 둘 가능성이 높아집니다.,0
조명빨 좋다.,멋져 보여요!,0
조명빨인가,멋져 보여요!,0
조모임 왜 이케 많아,요즘은 팀워크가 더 중요해졌어요.,0
조별 과제 발표 하기 싫어,역할 분담을 잘 해보십시오.,0
조별 발표 왜 이렇게 많이 시키지,요즘은 팀워크가 더 중요해졌어요.,0
조별 발표 하기 싫어,역할 분담을 잘 해보십시오.,0
조심조심,안전이 최고죠!,0
조심할 게 많아,무서운 세상이죠.,0
조용히 있고 싶어,저 나가면 될까요?,0
조용히 지나가면 될까?,어떤 일이냐에 따라 다를 거 같습니다.,0
조용히 지나갈까?,어떤 일이냐에 따라 다를 거 같습니다.,0
조카 선물 고르기 어렵네,살짝 물어보십시오.,0
조카 선물 뭐 사주지,살짝 물어보십시오.,0
조카 오는 거 싫어,방문 열어주지 마십시오.,0
조카 입학 선물,가방은 어때요.,0
조카 입학 선물 뭐 사냐,가방은 어때요.,0
조카들 너무 귀찮게 해,방문 열어주지 마십시오.,0
졸려,오늘 일찍 주무십시오.,0
졸린데 못 자겠어.,고민이 많은가 봅니다.,0
졸린데 잠이 안 와,고민이 많은가 봅니다.,0
졸업 사진 망했다,망해도 자연스러우면 좋겠습니다.,0
졸업 사진 잘 못 찍었어,망해도 자연스러우면 좋겠습니다.,0
졸업 선물 뭐가 좋을까,살짝 물어보십시오.,0
졸업 선물 추천,살짝 물어보십시오.,0
졸업식 가야겠지,축하드립니다,0
졸업식에 가도 되나,졸업식에 가서 축하해주십시오.,0
졸업식에 가도 될까,졸업식에 가서 축하해주십시오.,0
졸업이다,축하드립니다,0
좀 더 가까워지고 싶어,마음을 더 열어보십시오.,0
좀 맞자,저는 오래 살고 싶어요.,0
좀 쉬면서 애기 키워야 할 듯,좋은 곳에서 일하시나봅니다.,0
종이에 손 베였어,소독하고 약 바르십시오.,0
좋긴 한데 귀찮아,귀차니즘을 극복 하셔야합니다.,0
좋아 죽을거 같아,좋아하시니까 좋습니다.,0
좋아하는 게 뭔지 모르겠어,다양하게 경험해보십시오.,0
좋아하는 애랑 같은 반 됐으면 좋겠다,당신의 운을 믿어보십시오.,0
좋은 관계 어떻게 유지하지,서로에게 좋은 영향을 주는 관계입니다.,0
좋은 관계란 뭘까,서로에게 좋은 영향을 주는 관계입니다.,0
좋은 대학 나온 거 부러워,다른 능력을 채워보십시오.,0
좋은 대학 나온 사람 부러워,다른 능력을 채워보십시오.,0
좋은 사람들은 다 어디 갔을까,가려 가며 만나면 됩니다.,0
좋은 아침,좋은 아침입니다.,0
좋은 점이 없어,사소한 거라도 있을 겁니다.,0
좌절 중이야,이제 일어날 때예요.,0
주고 받았던 편지도 버려야겠지?,버릴 건 버려야지요.,0
주눅들어서 말을 못하겠어,별 거 아니라고 생각해보십시오.,0
주량 센데 솔직하게 이야기해도 될까?,주량은 낮춰 이야기하는 게 좋을 겁니다.,0
주량 쎈 게 좋은 건가?,세다고 너무 많이 드시면 안됩니다.,0
주름도 멋져,멋진 나이테죠.,0
주름도 멋진 사람,멋진 나이테죠.,0
주름살 생겼어,아름다운 나이테예요.,0
주름살이 조금씩 생긴다.,있어도 예뻐요.,0
주말에 놀꺼 추천,저랑 놀아요.,0
주말에 늦잠자고 브런치 먹으면서 수다 떨고 싶어,완벽한 주말입니다.,0
주말에 데이트 해야지!,즐거운 주말 보내실 것 같습니다.,0
주말에 뭐 하고 놀까?,저랑 놀아요.,0
주말에 스키장 간다!,설레겠습니다.,0
주말에도 헬스하러 많이 오네.,같이 운동하게 좋겠습니다.,0
주말인데 헬스장에 사람이 많네,같이 운동하게 좋겠습니다.,0
주식 대박 남!,주식으로 망하는건 한순간입니다.,0
주식 망했어,주식으로 망하는건 한순간입니다.,0
주식으로 돈 많이 벌었어,주식으로 망하는건 한순간입니다.,0
주식이 떨어졌어,주식으로 망하는건 한순간입니다.,0
주워담지 못할 말을 했어,두고두고 후회하겠습니다.,0
주제 넘은 짓 한거 같아,주제를 모를 때가 행복할 때예요.,0
주차장에 자리가 없어,한바퀴만 더 돌면 짠하고 나타날 겁니다,0
주차장이 꽉 찼어,한바퀴만 더 돌면 짠하고 나타날 겁니다,0
주차하다 긁었어,속 쓰리겠습니다.,0
주차할데 없어서 짜증나,한바퀴만 더 돌면 짠하고 나타날 겁니다,0
주택 청약 가입,내 집 마련의 한 걸음을 내딛으셨습니다.,0
주택 청약 시작!,내 집 마련의 한 걸음을 내딛으셨습니다.,0
주택청약 들었어,내 집에 한 걸음 더 다가갔습니다.,0
주행 연습 끝났어,안전 운전 하십시오.,0
죽고 싶다,당신을 소중하게 생각하십시오.,0
죽어도 아무도 모르겠지,나쁜 생각 하지 마십시오.,0
죽을 때까지 함께하고 싶다,프로포즈해보십시오.,0
죽을 때까지 함께하고 싶은 사람이 생겼어,프로포즈해보십시오.,0
죽을래?,저는 오래 살고 싶습니다.,0
줄 길거 같아,커피 한잔 마시며 기다려보십시오.,0
중2 아들 때매 고민이야,사춘기인가봅니다.,0
중2 히스테리 알아?,힘들 때입니다.,0
중2병,힘들 때입니다.,0
중2병 이라더니 진짜 속썩일 줄이야,사춘기인가봅니다.,0
중2병인거 같아,힘들 때습니다.,0
중간이 없어,그 조차 매력이겠죠.,0
중고 거래 했어,좋은 선택 하셨습니다.,0
중고로 사길 잘 한거 같아,좋은 선택 하셨습니다.,0
중고로 샀어,좋은 선택 하셨습니다.,0
중고로 잘 산 거 같애,좋은 선택 하셨습니다.,0
중국 발령 날 수도 있어,새로운 곳에서 적응하고 더 잘할 수 있을 겁니다.,0
중국 출장 가야할 수도 있어,새로운 곳에서 적응하고 더 잘할 수 있을 겁니다.,0
중국어 공부할까?,나중에 도움이 될 겁니다.,0
중국어 배울려면 학원 다녀야 할까,혼자해도 좋고 학원을 다녀도 좋습니다.,0
중국어 있는게 좋겠지?,중문 있으면 좋아요.,0
중국어 학원 다녀야 하나,혼자해도 좋고 학원을 다녀도 좋습니다.,0
중국어 혼자 공부 가능한가?,혼자해도 좋고 학원을 다녀도 좋습니다.,0
중국으로 진출해볼까?,좀 더 알아보고 하십시오.,0
중문 있는게 낫겠지?,중문 있으면 좋아요.,0
중소기업이라도 취직할까?,일하는 것 자체가 중요합니다.,0
중소기업인데 그냥 취직할까?,일하는 것 자체가 중요합니다.,0
중요한 발표 기다리고 있어,행운을 빌어요.,0
즐기며 살고 싶어,현재를 즐기면서 행복하게 사십시오.,0
증거도 없으면서 나만 의심해,평소의 행실을 되돌아보십시오.,0
지가 피해자래,그걸 어떻게 믿습니까?,0
지갑 까먹었다.,다른 반에서 빌려보십시오.,0
지갑 바꿀까,신상으로 바꾸십시오.,0
지갑 안 가져왔다,다른 반에서 빌려보십시오.,0
지갑 없어졌어,잘 찾아보십시오.,0
지갑 잃어버림,잘 찾아보십시오.,0
지금 나한테 장난친거,아니길 바랍니다.,0
지금 내가 해야 할 것,멍 때리기,0
지금 노력한다고 될까,중요한 건 노력하는 과정입니다.,0
지금 자면 밤에 못 자겠지?,낮잠은 20분만 자십시오.,0
지금 자면 밤에 못 자는데 졸려,낮잠은 20분만 자십시오.,0
지금 행복해,현재를 즐기십시오!,0
지금까지 일만 하고 산 거 같애,자신의 인생을 사십시오.,0
지금이라도 중국어 공부할까?,나중에 도움이 될 겁니다.,0
지기 너무 싫어,질 때도 있고 이길 때도 있는 겁니다.,0
지는 거 싫어,지는 걸로 스트레스 받지 마십시오.,0
지는 거 좋은 사람은 없겠지,지는 걸로 스트레스 받지 마십시오.,0
지는 게 진짜 싫어,질 때도 있고 이길 때도 있는 겁니다.,0
지방 와서 친구가 없어,친구를 사귀어 보십시오.,0
지진 걱정돼,한국도 위험합니다. 지진시 대피방법을 알아두십시오.,0
지진 안나겠지,한국도 안전하지 않아요. 지진시 대피방법을 알아두십시오.,0
지진나면 어떡하지?,한국도 위험합니다. 지진시 대피방법을 알아두십시오.,0
지진나면 어떡해?,한국도 안전하지 않아요. 지진시 대피방법을 알아두십시오.,0
지하철에 발 디딜 틈도 없다.,맨 앞이나 맨 뒤에 타십시오.,0
지하철에 사람이 너무 많아,맨 앞이나 맨 뒤에 타십시오.,0
지하철에 자리가 없어,그런 날이 있죠.,0
지하철에서 겁나 멋진 사람 발견! 말 시켜 볼까,용기가 필요한 순간입니다.,0
지하철에서 괜찮은 사람 봤는데 말 시켜 볼까,용기가 필요한 순간입니다.,0
직구로 사면 싸겠지,좋은 거 사나봅니다.,0
직구로 사야지,좋은 거 사나봅니다.,0
직장 가기 싫어,직장 스트레스가 심한가봅니다.,0
직장생활 시작했어,처음에는 많이 어렵겠지만 차차 적응해 나갈겁니다.,0
직장에서 나만 일 시켜,직장 스트레스 심하겠습니다.,0
직장에서 너무 괴롭혀,직장 스트레스 심하겠습니다.,0
직장에서 따돌림 당함,직장 스트레스 심하겠습니다.,0
